claim_number, claim_percent, claim_amount, remaining_supply
420, 958963663180126313, 41496807088501756309075446, 4285758612672614955301620184
421, 958867766813808301, 41094757900364355266434722, 4244663854772250600035185462
422, 958771880037126921, 40696643441656289792345476, 4203967211330594310242839986
423, 958676002849123209, 40302424822671893826433688, 4163664786507922416416406298
424, 958580135248838297, 39912063541815897032514649, 4123752722966106519383891649
425, 958484277235313414, 39525521481693242344696066, 4084227201484413277039195583
426, 958388428807589883, 39142760905238666748761378, 4045084440579174610290434205
427, 958292589964709125, 38763744451885637680005362, 4006320696127288972610428843
428, 958196760705712655, 38388435133774240563844789, 3967932260993514732046584054
429, 958100941029642084, 38016796331997618410578747, 3929915464661517113636005307
430, 958005130935539120, 37648791792886567639299128, 3892266672868630545996706179
431, 957909330422445567, 37284385624331898658684311, 3854982287244298647338021868
432, 957813539489403323, 36923542292144173864632439, 3818058744952154473473389429
433, 957717758135454383, 36566226616450439911598534, 3781492518335704033561790895
434, 957621986359640838, 36212403768127574495126358, 3745280114567576459066664537
435, 957526224161004874, 35862039265271872326220520, 3709418075302304586740444017
436, 957430471538588774, 35515098969704498812988715, 3673902976332600087927455302
437, 957334728491434916, 35171549083512443432749678, 3638731427249087644494705624
438, 957238995018585773, 34831356145624609077978468, 3603900071103463035416727156
439, 957143271119083915, 34494487028422677188821338, 3569405584075040358227905818
440, 957047556791972007, 34160908934386391996602987, 3535244675140653966231302831
441, 956951852036292810, 33830589392772911367745821, 3501414085747881054863557010
442, 956856156851089181, 33503496256329874978829961, 3467910589491551179884727049
443, 956760471235404073, 33179597698041844349532593, 3434730991793509335535194456
444, 956664795188280533, 32858862207909772726568635, 3401872129585599562808625821
445, 956569128708761705, 32541258589763166659100989, 3369330870995836396149524832
446, 956473471795890829, 32226755958104604044654353, 3337104115037731792104870479
447, 956377824448711240, 31915323734986277346965596, 3305188791302745514757904883
448, 956282186666266369, 31606931646918234034951635, 3273581859655827280722953248
449, 956186558447599743, 31301549721807989512683907, 3242280309934019291210269341
450, 956090939791754984, 30999148285931191270926653, 3211281161648088099939342688
451, 955995330697775809, 30699697960933016374660393, 3180581463687155083564682295
452, 955899731164706032, 30403169660859987648714257, 3150178294026295095915968038
453, 955804141191589562, 30109534589221896951388795, 3120068759437073198964579243
454, 955708560777470404, 29818764236083527565043516, 3090249995200989671399535727
455, 955612989921392657, 29530830375185870495167152, 3060719164825803800904368575
456, 955517428622400518, 29245705061096533095128740, 3031473459764707267809239835
457, 955421876879538278, 28963360626389040830052912, 3002510099138318226979186923
458, 955326334691850325, 28683769678850736986100342, 2973826329459467489993086581
459, 955230802058381140, 28406905098718987282348823, 2945419424360748502710737758
460, 955135278978175302, 28132740035945400283654455, 2917286684324803102427083303
461, 955039765450277485, 27861247907487776498549938, 2889425436417315325928533365
462, 954944261473732458, 27592402394629502857244949, 2861833034022685823071288416
463, 954848767047585085, 27326177440326111763677772, 2834506856582359711307610644
464, 954753282170880327, 27062547246578726962120495, 2807444309335780984345490149
465, 954657806842663239, 26801486271834121068287931, 2780642823063946863277202218
466, 954562341061978973, 26542969228411112969628172, 2754099853835535750307574046
467, 954466884827872776, 26286971079953035474426914, 2727812882755582714833147132
468, 954371438139389989, 26033467038906006858046135, 2701779415716676707975100997
469, 954276000995576051, 25782432564022742635519438, 2675996983152653965339581559
470, 954180573395476494, 25533843357891646119702327, 2650463139794762319219879232
471, 954085155338136947, 25287675364490919897472930, 2625175464430271399322406302
472, 953989746822603134, 25043904766767442112908937, 2600131559663503957209497365
473, 953894347847920874, 24802507984240154715791308, 2575329051679263802493706057
474, 953798958413136082, 24563461670627713192971612, 2550765590008636089300734445
475, 953703578517294769, 24326742711500149859227040, 2526438847297135939441507405
476, 953608208159443040, 24092328221954305369303635, 2502346519075181634072203770
477, 953512847338627096, 23860195544312785818864365, 2478486323530868848253339405
478, 953417496053893234, 23630322245846204994059516, 2454856001285022643259279889
479, 953322154304287845, 23402686116518473966270470, 2431453315168504169293009419
480, 953226822088857417, 23177265166754902849308855, 2408276050001749266443700564
481, 953131499406648532, 22954037625232881513316046, 2385322012376516384930384518
482, 953036186256707868, 22732981936694908997512066, 2362589030439821475932872452
483, 952940882638082198, 22514076759783743267117434, 2340074953680037732665755018
484, 952845588549818390, 22297300964899445607557710, 2317777652715138287058197308
485, 952750303990963409, 22082633632078096197202100, 2295695019083060190860995208
486, 952655028960564313, 21870054048891959493134083, 2273824965034168231367861125
487, 952559763457668257, 21659541708370880858441726, 2252165423325797350509419399
488, 952464507481322491, 21451076306944697455341026, 2230714347018852653054078373
489, 952369261030574359, 21244637742406449155292069, 2209469709276446203898786304
490, 952274024104471302, 21040206111896177322638935, 2188429503164550026576147369
491, 952178796702060855, 20837761709905101222859732, 2167591741454644925353287637
492, 952083578822390649, 20637285026299964442718266, 2146954456428344960910569371
493, 951988370464508410, 20438756744367345420329114, 2126515699683977615490240257
494, 951893171627461960, 20242157738877728591965034, 2106273541945099886898275223
495, 951797982310299214, 20047469074169134516727671, 2086226072870930752381547552
496, 951702802512068185, 19854672002250109800241822, 2066371400868680642581305730
497, 951607632231816979, 19663747960921879048924102, 2046707652907758763532381628
498, 951512471468593798, 19474678571919463886323135, 2027232974335839299646058493
499, 951417320221446939, 19287445639071575432264670, 2007945528696767724213793823
500, 951322178489424795, 19102031146479089017127518, 1988843497550288635196666305
501, 951227046271575853, 18918417256711911642362195, 1969925080293576723554304110
502, 951131923566948696, 18736586309024054891123832, 1951188493984552668663180278
503, 951036810374592002, 18556520817586727635234564, 1932631973166965941027945714
504, 950941706693554543, 18378203469739264997420134, 1914253769697226676030525580
505, 950846612522885188, 18201617124257711929474899, 1896052152572968964101050681
506, 950751527861632900, 18026744809640881363153718, 1878025407763328082737896963
507, 950656452708846737, 17853569722413709131437011, 1860171838040914373606459952
508, 950561387063575853, 17682075225447729410536217, 1842489762815466644195923735
509, 950466330924869496, 17512244846298496268666156, 1824977517969168147927257579
510, 950371284291777010, 17344062275559778886677948, 1807633455693608369040579631
511, 950276247163347833, 17177511365234359506655254, 1790455944328374009533924377
512, 950181219538631499, 17012576127121265218539145, 1773443368201252744315385232
513, 950086201416677636, 16849240731219266135294042, 1756594127470033478180091190
514, 949991192796535969, 16687489504146474536802634, 1739906637965887003643288556
515, 949896193677256316, 16527306927575880884416592, 1723379331038311122758871964
516, 949801204057888591, 16368677636686664757552987, 1707010653401624458001318977
517, 949706223937482803, 16211586418631119981746711, 1690799066982993338019572266
518, 949611253315089055, 16056018211017035136179716, 1674743048771976302883392550
519, 949516292189757547, 15901958100405372254159793, 1658841090671570930629232757
520, 949421340560538572, 15749391320823087890030180, 1643091699350747842739202577
521, 949326398426482519, 15598303252290942750409752, 1627493396098456899988792825
522, 949231465786639871, 15448679419366147225759623, 1612044716679090752763033202
523, 949136542640061208, 15300505489699692094893188, 1596744211189391060668140014
524, 949041628985797202, 15153767272608214842453371, 1581590443916782845825686643
525, 948946724822898623, 15008450717660254086147617, 1566581993199122591739539026
526, 948851830150416334, 14864541913276745458938294, 1551717451285845846280600732
527, 948756944967401293, 14722027085345614443168683, 1536995424200500231837432049
528, 948662069272904553, 14580892595850322699743608, 1522414531604649909137688441
529, 948567203065977263, 14441124941512226100516430, 1507973406663137683037172011
530, 948472346345670666, 14302710752446604017428065, 1493670695910691079019743946
531, 948377499111036099, 14165636790832221001468945, 1479505059119858858018275001
532, 948282661361124996, 14029889949594283343826297, 1465475169170264574674448704
533, 948187833094988884, 13895457251100654259464268, 1451579711919163920414984436
534, 948093014311679386, 13762325845871193190073206, 1437817386073292727224911230
535, 947998205010248219, 13630483011300085713032571, 1424186903061992641511878659
536, 947903405189747195, 13499916150391032209858041, 1410686986911601609302020618
537, 947808614849228221, 13370612790505164621155073, 1397316374121096444680865545
538, 947713833987743299, 13242560582121562028722655, 1384073813538974882652142890
539, 947619062604344525, 13115747297610237101485340, 1370958066241364645550657550
